'-skip-logged'	'Download -skip-logged failed: '
'pyLAPJV'	'Get package args failed: ImportError: No module named numarray.numarrayext'
'pyLatinam'	'Download pyLatinam failed: None'
'pyLinkage'	'Download pyLinkage failed: None'
'pyLotto'	'Download pyLotto failed: None'
'pyMPI'	'Download pyMPI failed: None'
'pyMbus'	"Download pyMbus failed: [Errno ftp error] (110, 'Connection timed out')"
'pyMegaLotto'	'Download pyMegaLotto failed: None'
'pyMessaging'	'OK!'
'pyMoney'	'Download pyMoney failed: None'
'pyMonit'	'Download pyMonit failed: None'
'pyMySQLtoSQLServer'	'Download pyMySQLtoSQLServer failed: None'
'pyOODB'	'Download pyOODB failed: None'
'pyOOP'	'Download pyOOP failed: None'
'pyOSC'	'Download pyOSC failed: Unexpected HTML page found at http://trac.v2.nl/attachment/wiki/pyOSC/pyOSC-0.3.5b-5294.zip'
'pyOURSE'	'Download pyOURSE failed: None'
'pyOpenSSL'	'OK!'
'pyPSO'	'OK!'
'pyPdf'	'OK!'
'pyPgSQL'	'Download pyPgSQL failed: None'
'pyPortMidi'	'Download pyPortMidi failed: None'
'pyProcessLauncher'	'Download pyProcessLauncher failed: None'
'pyRMChart'	'Download pyRMChart failed: None'
'pyRails'	'Download pyRails failed: None'
'pyRegistry'	'OK!'
'pyRuby-Python-Bridge'	'Download pyRuby-Python-Bridge failed: None'
'pyRubyNightlyBuild'	'Download pyRubyNightlyBuild failed: None'
'pySFProxy'	'Download pySFProxy failed: None'
'pySSH-Monitor'	'Download pySSH-Monitor failed: None'
'pySVNBackup'	'Download pySVNBackup failed: None'
'pySVNHotBackups'	'Download pySVNHotBackups failed: None'
'pyScrambleData'	'Download pyScrambleData failed: None'
'pySniffer'	'Download pySniffer failed: None'
'pySonic'	'Download pySonic failed: None'
'pySonicEx'	'Download pySonicEx failed: None'
'pySudoku'	'Download pySudoku failed: None'
'pySvnManager'	'OK!'
'pySync'	'Download pySync failed: None'
'pyTDS'	'Download pyTDS failed: None'
'pyTS'	'OK!'
'pyTTS'	'Download pyTTS failed: None'
'pyTerra'	'Download pyTerra failed: None'
'pyThesaurus'	'OK!'
'pyUltraISR'	'Download pyUltraISR failed: None'
'pyUnRAR'	'Download pyUnRAR failed: None'
'pyVC'	"Unpack pyVC failed: [Errno 22] Invalid argument: '/var/tmp/pypi/unpack/.'"
'pyWebSMS'	'Unpack pyWebSMS failed: Unsupported archive type'
'pyWikimediaImporter'	'Download pyWikimediaImporter failed: None'
'pyXLWriter'	'OK!'
'pyXMLRPCssh'	'Download pyXMLRPCssh failed: None'
'pyactiveresource'	'OK!'
'pyaggregator'	'OK!'
'pyahoolib'	'OK!'
'pyalsa'	'OK!'
'pyalsaaudio'	'OK!'
'pyannodex'	'OK!'
'pyars'	'Download pyars failed: None'
'pyarticle'	'OK!'
'pyasn1'	'OK!'
'pyastre'	'OK!'
'pyauthticket'	'OK!'
'pyavl'	'Download pyavl failed: None'
'pyb'	"Unpack pyb failed: [Errno 22] Invalid argument: '/var/tmp/pypi/unpack/.'"
'pybgpdump'	'OK!'
'pybliographer'	'OK!'
'pyblosxom'	'OK!'
'pybluez'	'OK!'
'pybonjour'	'Get package args failed: OSError: libdns_sd.so.1: cannot open shared object file: No such file or directory'
'pybtex'	'Download pybtex failed: None'
'pycairo'	'Get package args failed: '
'pycallgraph'	'OK!'
'pycdf'	'Download pycdf failed: [Errno ftp error] 550 soft: No such file or directory'
'pycdio'	'Download pycdio failed: None'
'pycha'	'OK!'
'pychains'	'OK!'
'pychess 0.9'	'Invalid name: None'
'pyclamav'	'OK!'
'pycleaner'	'OK!'
'pyclearsilver'	'OK!'
'pycleartool'	'Download pycleartool failed: None'
'pycoco'	'OK!'
'pycompta'	'Download pycompta failed: None'
'pycoon'	'OK!'
'pycopia-CLI'	'OK!'
'pycopia-QA'	'OK!'
'pycopia-SMI'	'OK!'
'pycopia-SNMP'	'OK!'
'pycopia-WWW'	'OK!'
'pycopia-XML'	'OK!'
'pycopia-aid'	'OK!'
'pycopia-audio'	'OK!'
'pycopia-core'	'OK!'
'pycopia-debugger'	'OK!'
'pycopia-mibs'	'OK!'
'pycopia-net'	'OK!'
'pycopia-process'	'OK!'
'pycopia-storage'	'OK!'
'pycopia-utils'	'OK!'
'pycopia-vim'	'Get package args failed: ImportError: cannot import name proctools'
'pycountry'	'Download pycountry failed: '
'pycpmc'	'OK!'
'pycrypto'	'OK!'
'pycryptopp'	'OK!'
'pycscope'	'OK!'
'pyctd'	'OK!'
'pycuda'	'Get package args failed: '
'pycui'	'Download pycui failed: None'
'pycurl'	'pkgsys.setup_args failed: Unrecognized license: LGPL/MIT'
'pycv'	'Get package args failed: ImportError: No module named numpy.distutils.misc_util'
'pydataportability.examples'	'OK!'
'pydataportability.microformats.base'	'OK!'
'pydataportability.microformats.hcard'	'OK!'
'pydataportability.microformats.xfn'	'OK!'
'pydataportability.xrds'	'OK!'
'pydb'	'Download pydb failed: None'
'pydbx'	'OK!'
'pydelicious'	'Download pydelicious failed: None'
'pydia'	'Get package args failed: '
'pydirector'	'Download pydirector failed: None'
'pydirstat'	'Download pydirstat failed: Unexpected HTML page found at http://prdownload.berlios.de/pydirstat/pydirstat-0.9.15.tar.gz'
'pydisplay'	'Download pydisplay failed: None'
'pydkim'	'OK!'
'pydns'	'OK!'
'pydot'	'OK!'
'pydsc'	'Download pydsc failed: None'
'pydspam'	'OK!'
'pydx'	'Download pydx failed: None'
'pyemf'	'Download pyemf failed: None'
'pyenchant'	'Download pyenchant failed: '
'pyephem'	'Download pyephem failed: MD5 validation failed for pyephem-3.7.3.2.tar.gz; possible download problem?'
'pyepix'	'OK!'
'pyepoll'	'OK!'
'pyevas'	'Download pyevas failed: None'
'pyfeyn'	'OK!'
'pyfibot'	'OK!'
'pyfics'	"Download pyfics failed: [Errno 21] Is a directory: '/var/www/localhost/htdocs/pypicache/downloads/trunk'"
'pyflakes'	"Download pyflakes failed: Can't download http://www.divmod.org/static/projects/pyflakes/pyflakes-0.2.1.tar.gz: 404 Not Found"
'pyfo'	'OK!'
'pyformex'	'Download pyformex failed: None'
'pyfov'	'Download pyfov failed: None'
'pyftpdlib'	'OK!'
'pyfuscate'	'Download pyfuscate failed: None'
'pyfuzzy'	'OK!'
'pygarrayimage'	'OK!'
'pygccxml'	'Download pygccxml failed: None'
'pygear'	'Download pygear failed: None'
'pygenx'	'pkgsys.setup_args failed: Unrecognized license: http://software.translucentcode.org/pygenx/LICENSE'
'pygext'	"Download pygext failed: (104, 'Connection reset by peer')"
'pyggy'	'OK!'
'pygit'	'OK!'
'pyglet'	'OK!'
'pyglfw'	'Download pyglfw failed: None'
'pygnet'	'OK!'
'pygold'	'Download pygold failed: None'
'pygoogle'	'OK!'
'pygooglechart'	'OK!'
'pygossip'	'OK!'
'pygpgme'	'OK!'
'pygpiv'	'Download pygpiv failed: None'
'pygpx'	'pkgsys.setup_args failed: Unrecognized license: http://www.opensource.org/licenses/mit-license.php'
'pygrabcomics'	'Download pygrabcomics failed: None'
'pygraphviz'	'Get package args failed: OSError: Error locating graphviz.'
'pygrib2'	'Get package args failed: '
'pygsear'	'OK!'
'pygsm'	'Download pygsm failed: None'
'pygtk-shell'	'Unpack pygtk-shell failed: Unsupported archive type'
'pygtkquery'	'Download pygtkquery failed: None'
'pyhdf'	'Download pyhdf failed: [Errno ftp error] 550 soft: No such file or directory'
'pyhdf5io'	'OK!'
'pyhjb'	'OK!'
'pyhtmloo'	'Download pyhtmloo failed: None'
'pyi7'	'Download pyi7 failed: None'
'pyibmtts'	'Download pyibmtts failed: None'
'pyid3tag'	'Download pyid3tag failed: None'
'pyid3v2'	'Download pyid3v2 failed: None'
'pyinklevel'	'OK!'
'pyinotify'	'Download pyinotify failed: None'
'pyinstall'	'OK!'
'pyinterval'	'OK!'
'pyip'	'OK!'
'pyipc'	'OK!'
'pyipopt'	'Download pyipopt failed: None'
'pyisbn'	'OK!'
'pyjamas'	"Download pyjamas failed: Download error for http://pyjamas.pyworks.org/downloads/pyjamas-0.1.tgz: (110, 'Connection timed out')"
'pykcs11'	'OK!'
'pyke'	'Download pyke failed: None'
'pykpass'	'OK!'
'pylabrad'	'OK!'
'pylea'	'OK!'
'pylibacl'	'OK!'
'pylibape'	'Download pylibape failed: None'
'pyliblo'	'OK!'
'pyliblzma'	'OK!'
'pylibmc'	'OK!'
'pylibpcap'	'Download pylibpcap failed: None'
'pylibtextcat'	'OK!'
'pylibusb'	"Download pylibusb failed: [Errno 21] Is a directory: '/var/www/localhost/htdocs/pypicache/downloads/trunk'"
'pylint'	'OK!'
'pylirc'	'Download pylirc failed: None'
'pylo'	'Get package args failed: ImportError: No module named numpy'
'pylons-sandbox'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'CHANGES.txt'"
'pylzma'	'OK!'
'pymad'	'Download pymad failed: None'
'pymage'	'OK!'
'pymagic'	'Download pymagic failed: None'
'pymagnolia'	'OK!'
'pymake'	"Download pymake failed: Can't download http://www.plope.com/software/pymake-0.9.tar.gz: 404 Not Found"
'pymarc'	'Download pymarc failed: '
'pymarkdown-minisite'	'OK!'
'pymbolic'	'OK!'
'pymetar'	'OK!'
'pymeter'	'Download pymeter failed: None'
'pymills'	'Get package args failed: ImportError: No module named pymills-3.4'
'pymilter'	'OK!'
'pymktorrent'	'OK!'
'pymock'	'OK!'
'pymockobject'	'OK!'
'pymorph'	'Download pymorph failed: '
'pympd'	'OK!'
'pymqi'	'Download pymqi failed: None'
'pymssql'	'Download pymssql failed: None'
'pymunk'	'OK!'
'pynakotheka'	'OK!'
'pyncl.py'	'Download pyncl.py failed: None'
'pyndexter'	'OK!'
'pynet'	'OK!'
'pynetcdf'	'Get package args failed: ImportError: No module named numpy.distutils.core'
'pynetfilter-conntrack'	'OK!'
'pynfdump'	'OK!'
'pynfo'	'Download pynfo failed: None'
'pynis'	'OK!'
'pynotifier'	'Download pynotifier failed: None'
'pyoai'	'OK!'
'pyobjc'	'Download pyobjc failed: None'
'pyodbc'	'Download pyodbc failed: None'
'pyofa'	'Download pyofa failed: None'
'pyoledb'	'Download pyoledb failed: None'
'pyonewire'	'Download pyonewire failed: None'
'pyorbited'	'OK!'
'pyosd'	'Download pyosd failed: None'
'pypan'	'Download pypan failed: None'
'pyparsing'	'OK!'
'pypaster'	'OK!'
'pypeline'	'OK!'
'pypi'	'Download pypi failed: None'
'pypi2pkgsys'	'OK!'
'pypicache'	'Get package args failed: ImportError: No module named roman'
'pyple'	'Download pyple failed: None'
'pyplusplus'	'Download pyplusplus failed: None'
'pypo'	'OK!'
'pypod'	'OK!'
'pypol'	'OK!'
'pypolkit'	'OK!'
'pypostbank'	'OK!'
'pypownce'	'Download pypownce failed: None'
'pyprocps'	'Download pyprocps failed: '
'pyproj'	"pkgsys.setup_args failed: 'list' object has no attribute 'lower'"
'pypspline'	'Download pypspline failed: None'
'pypwsafe'	'OK!'
'pyrad'	'OK!'
'pyraknet'	'OK!'
'pyreadline'	"Download pyreadline failed: [Errno 21] Is a directory: '/var/www/localhost/htdocs/pypicache/downloads/trunk'"
'pyreallib'	"Download pyreallib failed: Download error for http://aida.homelinux.net/darcs/pyreallib/dist/pyreallib-1.tar.gz: (110, 'Connection timed out')"
'pyreg'	'Unpack pyreg failed: Unsupported archive type'
'pyregex'	'Download pyregex failed: None'
'pyrels'	'OK!'
'pyrepl'	'OK!'
'pyreport'	'Download pyreport failed: None'
'pyreverse'	'Get package args failed: SyntaxError: from __future__ imports must occur at the beginning of the file'
'pyrexembed'	'Download pyrexembed failed: None'
'pyrrdp'	'Download pyrrdp failed: None'
'pyrticle'	'Download pyrticle failed: None'
'pyrtnl'	'Download pyrtnl failed: None'
'pyrun'	'OK!'
'pysage'	'OK!'
'pysavi'	'OK!'
'pyscard'	'Download pyscard failed: None'
'pyscript'	'OK!'
'pyscumm'	'Download pyscumm failed: '
'pysde'	'Download pysde failed: None'
'pyse'	'OK!'
'pyseo'	'OK!'
'pyserial'	'OK!'
'pysfst'	'OK!'
'pyshin'	'Download pyshin failed: None'
'pysilc'	'Download pysilc failed: Unexpected HTML page found at http://prdownload.berlios.de/python-silc/pysilc-0.4.tar.bz2'
'pysimpirc'	'Download pysimpirc failed: '
'pysimpledb'	'OK!'
'pysl'	'Download pysl failed: None'
'pysmug'	'Get package args failed: ImportError: No module named pycurl'
'pysnmp'	'OK!'
'pysnmp 3.x'	'Invalid name: None'
'pyspacewar'	'OK!'
'pyspf'	'OK!'
'pyspread'	'OK!'
'pysql'	'OK!'
'pysqlite'	'OK!'
'pysrs'	'Download pysrs failed: None'
'pystatgrab'	'Download pystatgrab failed: None'
'pystdf'	'Download pystdf failed: None'
'pystripchart'	'Download pystripchart failed: None'
'pysubtitles'	'OK!'
'pysugar'	'OK!'
'pysuggest'	'OK!'
'pysvg'	'OK!'
'pysvnbot'	'OK!'
'pyswarmsdk'	'OK!'
'pyswim'	'Get package args failed: '
'pyswip'	'OK!'
'pyswisseph'	"Download pyswisseph failed: Can't download http://pyswisseph.atarax.org/pyswisseph-1.75.0-0-win32-py25.zip: 404 Not Found"
'pysysmon'	'Download pysysmon failed: '
'pytable'	'OK!'
'pytagger'	'OK!'
'pytaskplan'	'OK!'
'pytc'	'OK!'
'pythia'	'Get package args failed: '
'pythk'	'OK!'
'python-HatenaGraph-API'	'OK!'
'python-Levenshtein'	'Download python-Levenshtein failed: None'
'python-ad'	'Download python-ad failed: None'
'python-afx'	'Get package args failed: ImportError: No module named commons'
'python-application'	'OK!'
'python-aspects'	'Download python-aspects failed: None'
'python-bitzi'	'Download python-bitzi failed: None'
'python-cdb'	'OK!'
'python-cjson'	'OK!'
'python-commons'	'OK!'
'python-constraint'	'Download python-constraint failed: None'
'python-crack'	'Unpack python-crack failed: Unsupported archive type'
'python-crontab'	'OK!'
'python-dateutil'	'Download python-dateutil failed: '
'python-dime'	'Download python-dime failed: None'
'python-e-dbus'	'Get package args failed: ValueError: could not find pkg-config module: "edbus >= 0.5.0.043" "dbus-python"'
'python-ecore'	'Get package args failed: ImportError: No module named Cython.Distutils'
'python-edje'	'Get package args failed: ImportError: No module named Cython.Distutils'
'python-efl-utils'	'OK!'
'python-elinks'	'Download python-elinks failed: None'
'python-elvin'	'Download python-elvin failed: None'
'python-emotion'	'Get package args failed: ImportError: No module named Cython.Distutils'
'python-epoll'	'Download python-epoll failed: None'
'python-epsilon'	'Get package args failed: ImportError: No module named Cython.Distutils'
'python-eunuchs'	'Download python-eunuchs failed: None'
'python-evas'	'Get package args failed: ImportError: No module named Cython.Distutils'
'python-fastcgi'	"Download python-fastcgi failed: Can't download http://nebula.hpcs.com/python-fastcgi-1.1.tar.gz: 404 Not Found"
'python-gammu'	'OK!'
'python-gettext'	'OK!'
'python-gnutls'	'OK!'
'python-graph'	'OK!'
'python-hostlist'	'pkgsys.setup_args failed: Unrecognized license: GPL2+'
'python-igraph'	'OK!'
'python-irclib'	'OK!'
'python-json'	'Download python-json failed: None'
'python-jspickle'	'Download python-jspickle failed: None'
'python-ldap'	'OK!'
'python-lightmediascanner'	'Get package args failed: ImportError: No module named Cython.Distutils'
'python-magic'	'Download python-magic failed: None'
'python-mcrypt'	'OK!'
'python-memcached'	'OK!'
'python-mhash'	'OK!'
'python-mms'	'Download python-mms failed: None'
'python-moxml-config'	'OK!'
'python-mpd'	'OK!'
'python-musicbrainz'	'Download python-musicbrainz failed: None'
'python-musicbrainz2'	'OK!'
'python-nicefloat'	'OK!'
'python-oembed'	'OK!'
'python-openid'	'OK!'
'python-otp'	'Download python-otp failed: None'
'python-pgsql'	'OK!'
'python-pipeline'	'OK!'
'python-ptrace'	'OK!'
'python-sbigudrv'	"pkgsys.setup_args failed: 'NoneType' object is unsubscriptable"
'python-smartinspect'	'OK!'
'python-spidermonkey'	'Download python-spidermonkey failed: '
'python-stablesort'	'Download python-stablesort failed: None'
'python-sybase'	'Download python-sybase failed: None'
'python-twitter'	'Download python-twitter failed: None'
'python-unixtools'	'Download python-unixtools failed: None'
'python-urljr'	'Download python-urljr failed: Unexpected HTML page found at http://openidenabled.com/files/python-openid/files/python-urljr-1.0.1.tar.gz'
'python-wifi'	'Download python-wifi failed: None'
'python-yadis'	'Download python-yadis failed: Unexpected HTML page found at http://openidenabled.com/files/python-openid/files/python-yadis-1.1.0.tar.gz'
'python-zinc'	'Download python-zinc failed: None'
'python23-support'	'Download python23-support failed: None'
'python3ds'	'Download python3ds failed: None'
'pythondialog'	'Download pythondialog failed: None'
'pythondoc'	'Download pythondoc failed: None'
'pythonweb'	'Download pythonweb failed: None'
'pythonwork'	'Download pythonwork failed: None'
'pythoscope'	'Download pythoscope failed: None'
'pytils'	'Download pytils failed: None'
'pytnef'	'Download pytnef failed: None'
'pytools'	'Download pytools failed: None'
'pytoss'	'Download pytoss failed: None'
'pytst'	'Download pytst failed: None'
'pyttk'	'Download pyttk failed: None'
'pytuio'	'Download pytuio failed: None'
'pytvgrab-be-tlm'	'Download pytvgrab-be-tlm failed: None'
'pytvgrab-be-tvb'	'Download pytvgrab-be-tvb failed: None'
'pytvgrab-br-uol'	'Download pytvgrab-br-uol failed: None'
'pytvgrab-lib'	'Download pytvgrab-lib failed: None'
'pytvgrab-nz-tvnz'	'Download pytvgrab-nz-tvnz failed: None'
'pytvgrab-se-dan'	'Download pytvgrab-se-dan failed: None'
'pytvshows'	'OK!'
'pytwitter'	'OK!'
'pytz'	'OK!'
'pyutil'	'OK!'
'pyutils'	'Download pyutils failed: '
'pyuuid'	'Download pyuuid failed: None'
'pyvb'	'OK!'
'pyvib2'	'OK!'
'pywebmaker'	'Download pywebmaker failed: None'
'pywebperf'	'OK!'
'pywfdb'	'OK!'
'pywilima'	'OK!'
'pywin32'	'Download pywin32 failed: None'
'pywinauto'	'OK!'
'pywinlirc'	'Download pywinlirc failed: None'
'pywmdockapps'	'Download pywmdockapps failed: None'
'pywmgeneral'	'Download pywmgeneral failed: None'
'pywordnet'	'Download pywordnet failed: None'
'pywork'	'Download pywork failed: None'
'pywurfl'	'OK!'
'pyx12'	'Download pyx12 failed: None'
'pyxer'	'OK!'
'pyxine'	'Download pyxine failed: None'
'pyxmdb'	'Download pyxmdb failed: None'
'pyxmlserial'	"Download pyxmlserial failed: Can't download http://heureusement.org/programming/pyxmlserial/pyxmlserial-0.3.tar.gz: 500 "
'pyxmms'	'Get package args failed: '
'pyxmpp'	'Download pyxmpp failed: None'
'pyxsd'	'OK!'
'pyxsldoc'	'Unpack pyxsldoc failed: Unsupported archive type'
'pyxslt'	'OK!'
'pyzor'	'Download pyzor failed: None'
'qPyProfiler'	'Unpack qPyProfiler failed: Unsupported archive type'
'qcon'	'OK!'
'qct'	'OK!'
'qemud'	'OK!'
'qi.GRSplitter'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'docs/HISTORY.txt'"
'qi.Goban'	'OK!'
'qi.LiveChat'	'OK!'
'qi.jabberHelpdesk'	'OK!'
'qi.xmpp.admin'	'OK!'
'qi.xmpp.botfarm'	'OK!'
'qi.xmpp.client'	'OK!'
'qm'	'OK!'
'qnapaste'	'OK!'
'qp'	'Get package args failed: '
'qpy'	'OK!'
'qpython'	"Download qpython failed: Can't download http://www.boddie.org.uk/david/Projects/Python/KDE/Software/qpython-0.30.tar.gz: 404 Not Found"
'qrypto'	'Download qrypto failed: None'
'qtile'	'OK!'
'qtxmldom'	'OK!'
'quadra.folderviews'	'Download quadra.folderviews failed: None'
'quills.app'	'OK!'
'quills.core'	'OK!'
'quills.remoteblogging'	'OK!'
'quizdrill'	'OK!'
'quizz.Quaestrio'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'docs/HISTORY.txt'"
'quodlibet'	'OK!'
'rad-util'	'Download rad-util failed: '
'radix'	'Download radix failed: None'
'randomorg'	'Download randomorg failed: '
'ranvier'	'Download ranvier failed: None'
'rarfile'	'OK!'
'ratfun'	'Download ratfun failed: None'
'rawdog'	'OK!'
'raze'	'OK!'
'rbtree'	'OK!'
'rcom.pas.gapps'	'OK!'
'rcom.portlet.google-gadgets'	'Download rcom.portlet.google-gadgets failed: None'
'rdf'	'pkgsys.setup_args failed: Unrecognized license: http://rdflib.net/latest/LICENSE'
'rdf.plugins.parsers.n3p'	'pkgsys.setup_args failed: Unrecognized license: http://rdflib.net/latest/LICENSE'
'rdf.plugins.parsers.rdfxml'	'Get package args failed: ImportError: No module named rdf.parser'
'rdf.plugins.serializers.n3'	'pkgsys.setup_args failed: Unrecognized license: http://rdflib.net/latest/LICENSE'
'rdf.plugins.stores.iomemory'	'Get package args failed: ImportError: No module named rdf.term'
'rdf.plugins.stores.memory'	'Get package args failed: ImportError: No module named rdf.store'
'rdf.plugins.stores.sleepycat'	'Get package args failed: ImportError: No module named rdf.term'
'rdfa2rdf'	'OK!'
'rdfadict'	'OK!'
'rdflib'	'pkgsys.setup_args failed: Unrecognized license: http://rdflib.net/latest/LICENSE'
'readline'	'OK!'
'recaptcha-client'	'pkgsys.setup_args failed: Unrecognized license: MIT/X11'
'redfoot'	'OK!'
'redomino.autodelete'	'OK!'
'redomino.workgroup'	'OK!'
'reedsolomon'	"Download reedsolomon failed: Can't download http://hathawaymix.org/Software/reedsolomon-0.1.tar.gz: 404 Not Found"
'reflex'	'OK!'
'regexplace'	'Download regexplace failed: None'
'registration'	'Get package args failed: ImportError: No module named turbogears'
'rel'	'OK!'
'relatorio'	'Get package args failed: '
'releasemanager'	'OK!'
'relman-webconsole'	'Download relman-webconsole failed: None'
'remote-microscope'	'OK!'
'remoteD'	'Download remoteD failed: None'
'remv'	'Download remv failed: None'
'replybot'	'OK!'
'reportlab'	'Download reportlab failed: None'
'repoze.browserid'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.debug'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.errorlog'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.monty'	'OK!'
'repoze.profile'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.recipe.egg'	'OK!'
'repoze.retry'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.tm2'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.urispace'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.who'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'repoze.who.plugins.ldap'	'OK!'
'repoze.who.plugins.recaptcha'	'Download repoze.who.plugins.recaptcha failed: None'
'resolver'	'Download resolver failed: '
'rest2web'	'Download rest2web failed: None'
'restclient'	'OK!'
'restresource'	'OK!'
'restview'	'OK!'
'restxsl'	'OK!'
'retest'	'OK!'
'revers'	'Download revers failed: None'
'revisionist'	'OK!'
'rfb'	'Download rfb failed: None'
'rhizome'	'OK!'
'ricebox'	'OK!'
'rip'	'OK!'
'rlcompleter2'	'OK!'
'rnc2rng'	"Unpack rnc2rng failed: [Errno 22] Invalid argument: '/var/tmp/pypi/unpack/.'"
'ro.bdb.cmmi'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'CHANGES.txt'"
'roadrunner'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'CHANGES.txt'"
'robot'	'OK!'
'robotframework'	'OK!'
'rod.recipe.appengine'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'CHANGES.txt'"
'rod.recipe.py2app'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'CHANGES.txt'"
'roleplay'	"Unpack roleplay failed: [Errno 22] Invalid argument: '/var/tmp/pypi/unpack/.'"
'rope'	'OK!'
'ropeide'	'Download ropeide failed: None'
'ropemacs'	'Download ropemacs failed: None'
'ropevim'	'Download ropevim failed: None'
'roundup'	'OK!'
'rpatterson.mailsync'	'OK!'
'rpcservices'	'OK!'
'rpg-1d6'	'Download rpg-1d6 failed: '
'rpmlint'	'Download rpmlint failed: None'
'rpncalc'	'Download rpncalc failed: None'
'rpy'	'Download rpy failed: None'
'rrdfile'	'OK!'
'rsa'	'OK!'
'rst2pdf'	'OK!'
'rsync.py'	'Download rsync.py failed: None'
'ruby2shoes'	'OK!'
'rudolf'	'OK!'
'ruleCore'	'Download ruleCore failed: None'
'run-doctest'	'Download run-doctest failed: None'
'rwpopen'	'OK!'
'rwproperty'	'OK!'
'rx4rdf'	'OK!'
's3funnel'	'OK!'
's5server'	'Unpack s5server failed: Unsupported archive type'
'sAsync'	'OK!'
'sagator'	'Download sagator failed: None'
'sahriswiki'	"Download sahriswiki failed: Can't download http://shortcircuit.net.au/~prologic/downloads/software/sahriswiki-0.1.tar.gz: 404 Not Found"
'samurai-x'	'Unpack samurai-x failed: [Errno 21] Is a directory'
'sapnwrfc'	'OK!'
'saprfc'	'OK!'
'sas-rigid'	'Download sas-rigid failed: None'
'sauvage'	'Download sauvage failed: None'
'scanbooker'	'OK!'
'scgi'	'pkgsys.setup_args failed: Unrecognized license: DFSG approved (see LICENSE.txt)'
'scheduler.py'	'Download scheduler.py failed: None'
'schnolgo'	'Download schnolgo failed: None'
'schoolbell'	'Download schoolbell failed: None'
'schooltool'	'Download schooltool failed: None'
'scibook'	'OK!'
'scikits.ann'	'Get package args failed: ImportError: No module named numpy.distutils.core'
'scim-python'	'Unpack scim-python failed: Unsupported archive type'
'scipy'	'Download scipy failed: '
'scirra construct'	'Invalid name: None'
'screencastwriter'	'OK!'
'screenlets'	'Download screenlets failed: None'
'scribe'	'OK!'
'scrob-web-services'	'OK!'
'scrobbler'	'OK!'
'sdictviewer'	'Unpack sdictviewer failed: Unsupported archive type'
'seal2'	'OK!'
'seamcarver'	'Unpack seamcarver failed: Unsupported archive type'
'select26'	'OK!'
'selector'	'OK!'
'selector4cherrypy'	'OK!'
'selenium'	'OK!'
'sendoff'	'OK!'
'sentry'	'Download sentry failed: None'
'sentry.auth.ldap'	'Download sentry.auth.ldap failed: None'
'sentry.auth.pam'	'Download sentry.auth.pam failed: None'
'sergey'	'OK!'
'serve'	'Download serve failed: None'
'session2'	'OK!'
'setupdocs'	'OK!'
'setuphelper'	'Get package args failed: '
'setuptools'	'OK!'
'setuptools-bzr'	'OK!'
'setuptools-darcs'	'OK!'
'setuptools-darcs-plugin'	'OK!'
'setuptools-git'	'OK!'
'setuptools-mtn'	'OK!'
'setuptools-pyflakes'	'OK!'
'setuptools-qt4'	'OK!'
'seven-segs'	'Download seven-segs failed: None'
'sexpy'	'OK!'
'sgmlop'	'OK!'
'sgmlplus'	'OK!'
'shakespeare'	'OK!'
'shax-py'	'Download shax-py failed: None'
'shipyard'	'OK!'
'shm'	'Download shm failed: None'
'shortForm'	'OK!'
'shoutpy'	'OK!'
'shove'	'OK!'
'shrubbery'	'OK!'
'si'	'OK!'
'sigchan'	'Download sigchan failed: None'
'silva.captcha'	'OK!'
'silva.pas.base'	'OK!'
'silva.pas.membership'	'OK!'
'silva.pas.openid'	'OK!'
'silvainstall'	'OK!'
'simple'	'Download simple failed: None'
'simple-json'	'OK!'
'simpleQL'	'OK!'
'simpleevent'	'OK!'
'simplegeneric'	'OK!'
'simplejson'	'Unpack simplejson failed: [Errno 21] Is a directory'
'simpleopt'	'OK!'
'simplesettings'	'OK!'
'simpleweb'	'OK!'
'simplexml'	'Unpack simplexml failed: Unsupported archive type'
'simplexmlapi'	'OK!'
'simplon.plone.currency'	'OK!'
'simplon.plone.ldap'	'OK!'
'sisynala'	'OK!'
'sitemap-gen'	'Download sitemap-gen failed: None'
'skarabaeus-client'	'OK!'
